,Max,Min,Mean,Std,RMS,Skewness,Kurtosis,P2P,Crest Factor,Variance,Fault,Defect
860,1.2,-0.2,0.165266868,0.084329389,0.18551933,1.946048883,22.97382549,1.0,6.46832865,0.007111446,Roller,Yes
861,1.23,-0.1,0.165735887,0.092070383,0.189570025,2.955452522,31.33669203,1.13,6.488367559,0.008476955,Roller,Yes
862,0.44,-0.2,0.164364919,0.076831817,0.181419415,0.082881838,0.657170222,0.24,2.425319257,0.005903128,Roller,Yes
863,0.45,-0.1,0.157114026,0.07533324,0.174224532,0.18263736,0.594989531,0.35,2.582873915,0.005675097,Roller,Yes
864,0.48,-0.1,0.160668693,0.075961442,0.177704033,0.243693753,0.657081378,0.38,2.701120461,0.005770141,Roller,Yes
865,0.53,-0.1,0.160403226,0.081606218,0.17995015,0.390385155,1.051670563,0.43,2.945260119,0.006659575,Roller,Yes
866,0.57,-0.2,0.165212121,0.0803135,0.183681213,0.09148396,1.528915789,0.37,3.103202509,0.006450258,Roller,Yes
867,0.53,-0.2,0.164373737,0.077868221,0.181868251,-0.024193206,1.385205917,0.33,2.914197492,0.00606346,Roller,Yes
868,0.51,-0.1,0.16074672,0.078927453,0.179060785,0.20174568,0.868210649,0.41,2.848194811,0.006229543,Roller,Yes
869,0.45,-0.1,0.160453629,0.077747657,0.178280598,0.219288884,0.821315682,0.35,2.52411089,0.006044698,Roller,Yes
870,0.42,-0.2,0.157125506,0.078939504,0.175822532,0.220915003,0.952546504,0.22,2.388772333,0.006231445,Roller,Yes
871,0.48,-0.1,0.156747231,0.075913745,0.17414588,0.340668413,1.098152598,0.38,2.756309825,0.005762897,Roller,Yes
872,1.14,-0.1,0.161633065,0.084540394,0.182387283,1.895809146,18.38012665,1.04,6.250435786,0.007147078,Roller,Yes
873,0.6,-0.2,0.158077314,0.079122389,0.176755258,0.522433955,2.615360577,0.4,3.3945242,0.006260352,Roller,Yes
874,0.44,-0.1,0.160576923,0.080199669,0.179472631,0.219045547,0.469524124,0.34,2.451627297,0.006431987,Roller,Yes
875,0.47,-0.1,0.152800809,0.077596367,0.171356923,0.069398116,0.609602512,0.37,2.742813019,0.006021196,Roller,Yes
876,1.1,-0.2,0.16490433,0.091591088,0.188610491,1.493496857,11.65170386,0.9,5.832125204,0.008388927,Roller,Yes
877,0.47,-0.1,0.163693239,0.076025532,0.18047029,0.43979549,0.892028218,0.37,2.604306775,0.005779882,Roller,Yes
878,0.51,-0.1,0.15534413,0.07913401,0.174320543,0.289536031,0.753213136,0.41,2.925644851,0.006262191,Roller,Yes
879,0.45,-0.1,0.152694248,0.07789728,0.171398356,0.202824342,0.576178989,0.35,2.62546275,0.006067986,Roller,Yes
880,0.53,-0.2,0.155050505,0.08023063,0.174559764,0.3483745,1.422361386,0.33,3.036209426,0.006436954,Roller,Yes
881,0.57,-0.1,0.151442987,0.081727785,0.172068792,0.301256178,1.376848034,0.47,3.3126286,0.006679431,Roller,Yes
882,1.1,-0.2,0.153806647,0.088519469,0.17743813,1.364514215,14.8388339,0.9,6.199343958,0.007835696,Roller,Yes
883,0.48,-0.2,0.151761134,0.080190601,0.171625947,0.109631724,0.951705224,0.28,2.796779911,0.006430533,Roller,Yes
884,0.47,-0.1,0.153161094,0.081771322,0.17360327,0.126972794,0.695111054,0.37,2.707322281,0.006686549,Roller,Yes
885,0.65,-0.3,0.159101917,0.082939072,0.17940281,0.168416762,2.25927124,0.35,3.623131651,0.00687889,Roller,Yes
886,0.7,-0.3,0.169033233,0.086103323,0.189680125,0.424916215,2.583330465,0.4,3.690423547,0.007413782,Roller,Yes
887,1.1,-0.1,0.155213415,0.089865703,0.179328864,1.498826901,12.78234893,1.0,6.133981867,0.008075845,Roller,Yes
888,0.59,-0.2,0.161526104,0.086855048,0.18337641,0.099941242,1.704118929,0.39,3.217425846,0.007543799,Roller,Yes
889,0.48,-0.2,0.158415742,0.082076662,0.178396547,0.204146954,1.010128874,0.28,2.690635039,0.006736578,Roller,Yes
890,0.53,0.0,0.158446014,0.078573178,0.176840759,0.291995771,0.764181258,0.53,2.997046633,0.006173744,Roller,Yes
891,0.66,-0.1,0.156190476,0.077543917,0.174362931,0.391220028,2.477709014,0.56,3.785208228,0.006013059,Roller,Yes
892,0.47,-0.2,0.156515609,0.080080252,0.175793984,0.120899331,1.246894343,0.27,2.673584103,0.006412847,Roller,Yes
893,0.6,-0.2,0.161304348,0.084138991,0.181910155,0.270571466,1.699972601,0.4,3.298331538,0.00707937,Roller,Yes
894,0.5,-0.1,0.158272727,0.081008222,0.17778065,0.430664139,0.894707584,0.4,2.812454558,0.006562332,Roller,Yes
895,0.54,-0.1,0.159778002,0.081756915,0.179461578,0.404074981,1.311811248,0.44,3.009000616,0.006684193,Roller,Yes
896,0.45,-1.0,0.152189707,0.085406623,0.17449538,-2.396805552,33.11227946,-0.55,2.578864835,0.007294291,Roller,Yes
897,0.57,-0.2,0.163433735,0.085823569,0.18457756,0.347757934,1.942648876,0.37,3.088132714,0.007365685,Roller,Yes
898,0.54,-0.1,0.158751259,0.078559688,0.177108361,0.456875317,1.53722997,0.44,3.048980841,0.006171625,Roller,Yes
899,0.45,-0.1,0.154315895,0.079428883,0.173539609,0.279375536,0.662143425,0.35,2.593067957,0.006308947,Roller,Yes
900,1.1,-0.3,0.154929293,0.086129826,0.177239779,1.283308178,15.07125604,0.8,6.206281704,0.007418347,Roller,Yes
901,1.1,-0.1,0.158688194,0.087611947,0.181245829,1.468021168,13.49521575,1.0,6.069105189,0.007675853,Roller,Yes
902,0.71,-0.1,0.152896065,0.079733067,0.172418541,0.559857691,2.942210116,0.61,4.117886596,0.006357362,Roller,Yes
904,0.57,-0.1,0.152231237,0.080250188,0.172069494,0.312854797,1.631309947,0.47,3.312615077,0.006440093,Roller,Yes
905,0.47,-0.2,0.156209677,0.079097765,0.17507602,0.079390289,1.49681536,0.27,2.684548113,0.006256456,Roller,Yes
906,0.45,-0.2,0.159878665,0.079346939,0.178467808,0.045593405,1.006499963,0.25,2.521463148,0.006295937,Roller,Yes
907,0.57,-0.2,0.156632963,0.082761595,0.177133963,0.271615153,1.734825081,0.37,3.217903503,0.006849482,Roller,Yes
908,0.65,-0.1,0.166133603,0.084806415,0.186507969,0.427811483,1.889676952,0.55,3.485105767,0.007192128,Roller,Yes
909,0.57,-0.3,0.152725431,0.079342944,0.172087134,0.122592432,2.308077805,0.27,3.312275509,0.006295303,Roller,Yes
910,0.66,-0.2,0.154544534,0.079343143,0.173703701,0.219328152,2.198107426,0.46,3.799573622,0.006295334,Roller,Yes
911,1.11,-0.1,0.155604839,0.082923603,0.176301611,1.677223397,17.84975364,1.01,6.296028682,0.006876324,Roller,Yes
912,0.7,-0.3,0.156717325,0.079506363,0.175713338,0.1628058,3.849650512,0.4,3.983761314,0.006321262,Roller,Yes
913,0.51,-0.2,0.155025227,0.080028873,0.174444773,0.055513792,1.682962268,0.31,2.923561373,0.006404621,Roller,Yes
914,0.54,-0.2,0.16079798,0.081969375,0.180466567,0.34710509,1.352099812,0.34,2.992243987,0.006718978,Roller,Yes
915,0.53,-0.2,0.157370558,0.078049714,0.175644715,0.360563088,2.130960161,0.33,3.017454862,0.006091758,Roller,Yes
916,1.04,-0.2,0.160827447,0.08639305,0.182542311,1.437457946,11.4972201,0.84,5.697309271,0.007463759,Roller,Yes
917,0.48,-0.1,0.15585613,0.079520314,0.174952013,0.399247371,1.456686646,0.38,2.743609479,0.00632348,Roller,Yes
